series_id,week_number,start_date,end_date,home_team_id,away_team_id,series_length
576,22,8/25/2026,8/27/2026,147,117,3
577,22,8/25/2026,8/27/2026,141,118,3
578,22,8/25/2026,8/27/2026,121,158,3
579,22,8/25/2026,8/27/2026,144,119,3
580,22,8/25/2026,8/27/2026,138,110,3
581,23,8/28/2026,8/30/2026,116,119,3
582,23,8/28/2026,8/30/2026,141,136,3
583,23,8/28/2026,8/30/2026,121,117,3
584,23,8/28/2026,8/30/2026,139,135,3
585,23,8/28/2026,8/30/2026,144,115,3
586,23,8/28/2026,8/30/2026,158,140,3
587,23,8/29/2026,8/30/2026,108,143,3
588,23,8/29/2026,8/30/2026,133,110,3
589,23,8/31/2026,9/2/2026,113,135,3
590,23,8/31/2026,9/2/2026,139,121,3
591,23,8/31/2026,9/2/2026,111,136,3
592,23,9/1/2026,9/3/2026,117,145,4
593,23,9/1/2026,9/2/2026,115,110,3
594,23,9/1/2026,9/3/2026,108,147,3
595,23,9/1/2026,9/2/2026,109,143,3
596,23,9/1/2026,9/3/2026,134,137,3
597,23,9/1/2026,9/3/2026,114,141,3
598,23,9/1/2026,9/3/2026,118,146,3
599,23,9/2/2026,9/4/2026,119,138,3
600,24,9/4/2026,9/6/2026,140,139,4
601,24,9/4/2026,9/6/2026,134,108,3
602,24,9/4/2026,9/6/2026,121,137,3
603,24,9/4/2026,9/6/2026,146,112,3
604,24,9/5/2026,9/6/2026,117,109,3
605,24,9/5/2026,9/6/2026,118,141,3
606,24,9/5/2026,9/6/2026,115,138,3
607,24,9/5/2026,9/6/2026,135,147,3
608,24,9/5/2026,9/7/2026,119,120,3
609,24,9/7/2026,9/9/2026,111,108,3
610,24,9/7/2026,9/9/2026,110,114,3
611,24,9/7/2026,9/9/2026,118,109,3
612,24,9/7/2026,9/9/2026,135,120,3
613,24,9/8/2026,9/9/2026,137,138,3
614,24,9/8/2026,9/10/2026,119,113,3
615,24,9/8/2026,9/9/2026,133,141,3
616,24,9/8/2026,9/10/2026,143,117,3
617,24,9/8/2026,9/10/2026,147,115,3
618,24,9/8/2026,9/10/2026,144,139,3
619,24,9/8/2026,9/10/2026,145,134,3
620,25,9/11/2026,9/13/2026,116,115,3
621,25,9/11/2026,9/13/2026,120,108,3
622,25,9/11/2026,9/13/2026,147,121,3
623,25,9/11/2026,9/13/2026,111,118,3
624,25,9/11/2026,9/13/2026,139,117,3
625,25,9/11/2026,9/13/2026,146,119,3
626,25,9/12/2026,9/13/2026,138,145,3
627,25,9/12/2026,9/13/2026,109,140,3
628,25,9/14/2026,9/17/2026,113,119,4
629,25,9/14/2026,9/16/2026,141,116,3
630,25,9/14/2026,9/16/2026,121,110,3
631,25,9/14/2026,9/16/2026,112,144,3
632,25,9/14/2026,9/16/2026,142,147,3
633,25,9/14/2026,9/16/2026,138,137,3
634,25,9/15/2026,9/17/2026,109,146,3
635,25,9/15/2026,9/17/2026,139,133,3
636,25,9/16/2026,9/18/2026,140,111,3
637,25,9/16/2026,9/17/2026,117,118,3
638,26,9/18/2026,9/20/2026,108,142,4
639,26,9/18/2026,9/20/2026,134,118,3
640,26,9/18/2026,9/20/2026,110,158,3
641,26,9/18/2026,9/20/2026,114,133,3
642,26,9/19/2026,9/20/2026,140,141,3
643,26,9/19/2026,9/20/2026,115,136,3
644,26,9/19/2026,9/20/2026,117,144,3
645,26,9/19/2026,9/20/2026,138,120,3
646,26,9/19/2026,9/20/2026,135,146,3
647,26,9/19/2026,9/20/2026,109,147,3
648,26,9/21/2026,9/23/2026,116,120,3
649,26,9/22/2026,9/23/2026,137,142,3
650,26,9/22/2026,9/24/2026,143,158,3
651,26,9/22/2026,9/24/2026,111,114,3
652,26,9/22/2026,9/24/2026,144,113,3
653,26,9/22/2026,9/24/2026,112,146,3
654,26,9/23/2026,9/24/2026,140,121,3
655,27,9/25/2026,9/27/2026,116,134,3
656,27,9/25/2026,9/27/2026,143,139,3
657,27,9/25/2026,9/27/2026,141,113,3
658,27,9/25/2026,9/27/2026,111,112,3
659,27,9/25/2026,9/27/2026,145,115,3
660,27,9/26/2026,9/27/2026,142,140,3
